Id,Weekly_Sales
1_7_2013-07-12,27340.31
1_7_2013-07-19,23322.53
1_7_2013-07-26,24028.28
1_8_2012-11-02,34650.865000000005
1_8_2012-11-09,35554.575
1_8_2012-11-16,32774.955
1_8_2012-11-23,37466.095
1_8_2012-11-30,33552.439999999995
1_8_2012-12-07,33750.44333333333
1_8_2012-12-14,32598.819999999996
1_8_2012-12-21,36315.3
1_8_2012-12-28,35554.575
1_8_2013-01-04,35554.575
1_8_2013-01-11,35554.575
1_8_2013-01-18,35554.575
1_8_2013-01-25,36698.229999999996
1_8_2013-02-01,34228.3
1_8_2013-02-08,35554.575
1_8_2013-02-15,35554.575
1_8_2013-02-22,40099.240000000005
1_8_2013-03-01,37221.27
1_8_2013-03-08,37116.350000000006
1_8_2013-03-15,35572.763333333336
1_8_2013-03-22,39541.64
1_8_2013-03-29,35554.575
1_8_2013-04-05,34721.45
1_8_2013-04-12,33158.685
1_8_2013-04-19,37745.71
1_8_2013-04-26,41917.56
1_8_2013-05-03,34136.613333333335
1_8_2013-05-10,34236.37666666667
1_8_2013-05-17,35554.575
1_8_2013-05-24,39474.565
1_8_2013-05-31,35554.575
1_8_2013-06-07,36129.990000000005
1_8_2013-06-14,37519.56
1_8_2013-06-21,37662.81
1_8_2013-06-28,34036.53
1_8_2013-07-05,36251.045
1_8_2013-07-12,35554.575
1_8_2013-07-19,35855.33500000001
1_8_2013-07-26,38122.96
1_9_2012-11-02,17344.99
1_9_2012-11-09,19783.67
1_9_2012-11-16,20041.86
1_9_2012-11-23,21502.895
1_9_2012-11-30,18696.245
1_9_2012-12-07,18244.5
1_9_2012-12-14,23701.695
1_9_2012-12-21,38656.8
1_9_2012-12-28,41532.41
1_9_2013-01-04,27333.83
1_9_2013-01-11,27333.83
1_9_2013-01-18,27333.83
1_9_2013-01-25,20705.21
1_9_2013-02-01,14315.695
1_9_2013-02-08,12344.310000000001
1_9_2013-02-15,27333.83
1_9_2013-02-22,18386.039999999997
1_9_2013-03-01,27333.83
1_9_2013-03-08,21941.18
1_9_2013-03-15,20566.705
1_9_2013-03-22,25571.755
1_9_2013-03-29,27333.83
1_9_2013-04-05,35044.363333333335
1_9_2013-04-12,30719.665
1_9_2013-04-19,34735.246666666666
1_9_2013-04-26,33674.505
1_9_2013-05-03,27333.83
1_9_2013-05-10,27333.83
1_9_2013-05-17,25987.483333333334
1_9_2013-05-24,27333.83
1_9_2013-05-31,24404.635000000002
1_9_2013-06-07,26979.28
1_9_2013-06-14,27333.83
1_9_2013-06-21,27333.83
1_9_2013-06-28,27333.83
1_9_2013-07-05,26120.02
1_9_2013-07-12,26381.91
1_9_2013-07-19,22420.795
1_9_2013-07-26,30075.18
1_10_2012-11-02,30357.293333333335
1_10_2012-11-09,29632.915
1_10_2012-11-16,30067.735
1_10_2012-11-23,32548.48
1_10_2012-11-30,32553.06
1_10_2012-12-07,29316.305
1_10_2012-12-14,31021.89
1_10_2012-12-21,32031.97
1_10_2012-12-28,31021.89
1_10_2013-01-04,31021.89
1_10_2013-01-11,31021.89
1_10_2013-01-18,31021.89
1_10_2013-01-25,29927.33
1_10_2013-02-01,23995.69
1_10_2013-02-08,23852.51
1_10_2013-02-15,24936.620000000003
1_10_2013-02-22,32427.566666666666
1_10_2013-03-01,36718.97
1_10_2013-03-08,34899.60333333333
1_10_2013-03-15,32859.263333333336
1_10_2013-03-22,36246.52
1_10_2013-03-29,31021.89
1_10_2013-04-05,33572.445
1_10_2013-04-12,35869.72
1_10_2013-04-19,31021.89
1_10_2013-04-26,33905.37
1_10_2013-05-03,31021.89
1_10_2013-05-10,31021.89
1_10_2013-05-17,29427.3
1_10_2013-05-24,32535.31666666667
1_10_2013-05-31,29229.576666666664
1_10_2013-06-07,29462.795
1_10_2013-06-14,32219.475
1_10_2013-06-21,35760.935
1_10_2013-06-28,31960.953333333327
1_10_2013-07-05,31895.260000000002
1_10_2013-07-12,31021.89
1_10_2013-07-19,33135.34
1_10_2013-07-26,36163.805
1_11_2012-11-02,27781.28
1_11_2012-11-09,29292.23
1_11_2012-11-16,31884.24
1_11_2012-11-23,30390.15
1_11_2012-11-30,26973.41
1_11_2012-12-07,26035.77
1_11_2012-12-14,19000.25
1_11_2012-12-21,19000.25
1_11_2012-12-28,19000.25
1_11_2013-01-04,19000.25
1_11_2013-01-11,19000.25
1_11_2013-01-18,19000.25
1_11_2013-01-25,25666.34
1_11_2013-02-01,33958.52
1_11_2013-02-08,19000.25
1_11_2013-02-15,19000.25
1_11_2013-02-22,23794.649999999998
1_11_2013-03-01,21801.856666666667
1_11_2013-03-08,19000.25
1_11_2013-03-15,19000.25
1_11_2013-03-22,22031.885000000002
1_11_2013-03-29,17864.32
1_11_2013-04-05,19000.25
1_11_2013-04-12,22890.983333333334
1_11_2013-04-19,22202.504999999997
1_11_2013-04-26,25250.193333333333
1_11_2013-05-03,19000.25
1_11_2013-05-10,23745.54
1_11_2013-05-17,22842.695
1_11_2013-05-24,19000.25
1_11_2013-05-31,25825.47333333333
1_11_2013-06-07,25306.22
1_11_2013-06-14,27507.01
1_11_2013-06-21,34335.185
1_11_2013-06-28,31333.97
1_11_2013-07-05,27802.84
1_11_2013-07-12,32934.13
1_11_2013-07-19,39180.86
1_11_2013-07-26,31837.966666666664
1_12_2012-11-02,9318.1
1_12_2012-11-09,10283.433333333334
1_12_2012-11-16,10283.433333333334
1_12_2012-11-23,10283.433333333334
1_12_2012-11-30,12437.515
1_12_2012-12-07,10283.433333333334
1_12_2012-12-14,10283.433333333334
1_12_2012-12-21,10283.433333333334
1_12_2012-12-28,10283.433333333334
1_12_2013-01-04,10283.433333333334
1_12_2013-01-11,10283.433333333334
1_12_2013-01-18,10283.433333333334
1_12_2013-01-25,7828.895
1_12_2013-02-01,7375.045
1_12_2013-02-08,7950.625
1_12_2013-02-15,7786.87
1_12_2013-02-22,8933.57
1_12_2013-03-01,9120.71
1_12_2013-03-08,10283.433333333334
1_12_2013-03-15,10283.433333333334
1_12_2013-03-22,10283.433333333334
1_12_2013-03-29,10283.433333333334
1_12_2013-04-05,13869.485
1_12_2013-04-12,10283.433333333334
1_12_2013-04-19,10283.433333333334
1_12_2013-04-26,10283.433333333334
1_12_2013-05-03,10283.433333333334
1_12_2013-05-10,12588.675
1_12_2013-05-17,10283.433333333334
1_12_2013-05-24,12549.735
1_12_2013-05-31,10283.433333333334
1_12_2013-06-07,10283.433333333334
1_12_2013-06-14,12195.426666666666
1_12_2013-06-21,10283.433333333334
1_12_2013-06-28,10283.433333333334
1_12_2013-07-05,10283.433333333334
1_12_2013-07-12,10202.263333333334
1_12_2013-07-19,10283.433333333334
1_12_2013-07-26,12519.743333333334
1_13_2012-11-02,38797.45666666667
1_13_2012-11-09,39271.26
1_13_2012-11-16,38519.44666666666
1_13_2012-11-23,43096.38
1_13_2012-11-30,39234.77333333334
1_13_2012-12-07,40021.66
1_13_2012-12-14,40203.740000000005
1_13_2012-12-21,42839.246666666666
1_13_2012-12-28,41949.56
1_13_2013-01-04,38519.44666666666
1_13_2013-01-11,38519.44666666666
1_13_2013-01-18,38519.44666666666
1_13_2013-01-25,39764.56
1_13_2013-02-01,33668.55
1_13_2013-02-08,37433.66
1_13_2013-02-15,36321.69
1_13_2013-02-22,41171.096666666665
1_13_2013-03-01,38800.5
1_13_2013-03-08,38519.44666666666
1_13_2013-03-15,37467.32
1_13_2013-03-22,43421.345
1_13_2013-03-29,37804.253333333334
1_13_2013-04-05,38519.44666666666
1_13_2013-04-12,36659.61000000001
1_13_2013-04-19,38519.44666666666
1_13_2013-04-26,39995.200000000004
1_13_2013-05-03,35963.354999999996
1_13_2013-05-10,37778.975
1_13_2013-05-17,36702.24333333333
1_13_2013-05-24,43561.17
1_13_2013-05-31,35939.32
1_13_2013-06-07,38519.44666666666
1_13_2013-06-14,38519.44666666666
1_13_2013-06-21,40912.14333333333
1_13_2013-06-28,40192.43
1_13_2013-07-05,39022.399999999994
1_13_2013-07-12,38519.44666666666
1_13_2013-07-19,39576.19
1_13_2013-07-26,42191.66
1_14_2012-11-02,14332.72
1_14_2012-11-09,11882.185000000001
1_14_2012-11-16,11682.163333333336
1_14_2012-11-23,13913.724999999999
1_14_2012-11-30,13783.27
1_14_2012-12-07,12071.65
1_14_2012-12-14,13783.27
1_14_2012-12-21,13783.27
1_14_2012-12-28,13783.27
1_14_2013-01-04,13783.27
1_14_2013-01-11,14659.36
1_14_2013-01-18,13783.27
1_14_2013-01-25,16165.21
1_14_2013-02-01,13960.135
1_14_2013-02-08,13783.27
1_14_2013-02-15,12185.65
1_14_2013-02-22,16367.386666666665
1_14_2013-03-01,18210.71
1_14_2013-03-08,19314.465
1_14_2013-03-15,17346.255
1_14_2013-03-22,18320.719999999998
1_14_2013-03-29,15450.173333333334
1_14_2013-04-05,13783.27
1_14_2013-04-12,13783.27
1_14_2013-04-19,14512.01
1_14_2013-04-26,14326.993333333332
1_14_2013-05-03,12151.4
1_14_2013-05-10,13783.27
1_14_2013-05-17,13783.27
1_14_2013-05-24,15491.783333333333
1_14_2013-05-31,15200.343333333332
1_14_2013-06-07,12323.29
1_14_2013-06-14,13783.27
1_14_2013-06-21,13979.985
1_14_2013-06-28,13783.27
1_14_2013-07-05,13783.27
1_14_2013-07-12,13783.27
1_14_2013-07-19,14637.726666666667
1_14_2013-07-26,11578.97
1_16_2012-11-02,26321.91
1_16_2012-11-09,22718.665
1_16_2012-11-16,21759.975
1_16_2012-11-23,23593.596666666668
1_16_2012-11-30,20643.375
1_16_2012-12-07,19623.55
1_16_2012-12-14,19682.2
1_16_2012-12-21,18324.926666666666
1_16_2012-12-28,20473.94
1_16_2013-01-04,15585.72
1_16_2013-01-11,15585.72
1_16_2013-01-18,15585.72
1_16_2013-01-25,15585.72
1_16_2013-02-01,15585.72
1_16_2013-02-08,15585.72
1_16_2013-02-15,15585.72
1_16_2013-02-22,15585.72
1_16_2013-03-01,15585.72
1_16_2013-03-08,15585.72
1_16_2013-03-15,23253.54
1_16_2013-03-22,22882.435
1_16_2013-03-29,30011.18
1_16_2013-04-05,43754.7
1_16_2013-04-12,35931.87
1_16_2013-04-19,48005.130000000005
1_16_2013-04-26,53974.28
1_16_2013-05-03,55347.73
1_16_2013-05-10,50269.51
1_16_2013-05-17,41103.33
1_16_2013-05-24,52933.2
1_16_2013-05-31,42546.175
1_16_2013-06-07,38638.64
1_16_2013-06-14,44391.79
1_16_2013-06-21,45214.354999999996
1_16_2013-06-28,38098.97
1_16_2013-07-05,35261.54666666667
1_16_2013-07-12,33862.555
1_16_2013-07-19,22222.745
1_16_2013-07-26,38010.71
1_17_2012-11-02,7361.6033333333335
1_17_2012-11-09,7978.756666666665
1_17_2012-11-16,8442.615
1_17_2012-11-23,11644.476666666667
1_17_2012-11-30,8998.736666666666
1_17_2012-12-07,9145.29
1_17_2012-12-14,9587.21
1_17_2012-12-21,8847.825
1_17_2012-12-28,8776.916666666666
1_17_2013-01-04,7692.673333333333
1_17_2013-01-11,7692.673333333333
1_17_2013-01-18,7692.673333333333
1_17_2013-01-25,8086.43
1_17_2013-02-01,8503.39
1_17_2013-02-08,11644.476666666667
1_17_2013-02-15,7480.965
1_17_2013-02-22,10364.51
1_17_2013-03-01,7692.673333333333
1_17_2013-03-08,12148.835
1_17_2013-03-15,9988.345
1_17_2013-03-22,12657.65
1_17_2013-03-29,11358.566666666666
1_17_2013-04-05,9810.68
1_17_2013-04-12,8453.763333333334
1_17_2013-04-19,9002.619999999999
1_17_2013-04-26,8480.109999999999
1_17_2013-05-03,7790.67
1_17_2013-05-10,8298.41
1_17_2013-05-17,8769.42
1_17_2013-05-24,9970.0
1_17_2013-05-31,9115.575
1_17_2013-06-07,9281.33
1_17_2013-06-14,7790.555
1_17_2013-06-21,6555.445
1_17_2013-06-28,9129.970000000001
1_17_2013-07-05,8734.073333333334
1_17_2013-07-12,7725.753333333334
1_17_2013-07-19,7424.91
1_17_2013-07-26,8249.16
1_18_2012-11-02,1033.8866666666668
1_18_2012-11-09,1033.8866666666668
1_18_2012-11-16,1033.8866666666668
1_18_2012-11-23,1033.8866666666668
1_18_2012-11-30,1033.8866666666668
1_18_2012-12-07,1033.8866666666668
1_18_2012-12-14,1033.8866666666668
1_18_2012-12-21,1033.8866666666668
1_18_2012-12-28,1033.8866666666668
1_18_2013-01-04,1033.8866666666668
1_18_2013-01-11,1380.915
1_18_2013-01-18,1033.8866666666668
1_18_2013-01-25,5180.76
1_18_2013-02-01,1918.475
1_18_2013-02-08,1579.21
1_18_2013-02-15,1842.47
1_18_2013-02-22,4032.653333333333
1_18_2013-03-01,19006.5
1_18_2013-03-08,22307.915
1_18_2013-03-15,1033.8866666666668
1_18_2013-03-22,1033.8866666666668
1_18_2013-03-29,1033.8866666666668
1_18_2013-04-05,1409.9333333333334
1_18_2013-04-12,4037.16
1_18_2013-04-19,9733.295
1_18_2013-04-26,8668.06
1_18_2013-05-03,2886.546666666667
1_18_2013-05-10,6714.599999999999
1_18_2013-05-17,3996.55
1_18_2013-05-24,1033.8866666666668
1_18_2013-06-07,1033.8866666666668
1_18_2013-07-05,1033.8866666666668
1_19_2012-11-02,1245.9866666666667
1_19_2012-11-09,1245.9866666666667
1_19_2012-11-16,1245.9866666666667
1_19_2012-11-23,1245.9866666666667
1_19_2012-11-30,1245.9866666666667
1_19_2012-12-07,1245.9866666666667
1_19_2012-12-14,1245.9866666666667
1_19_2012-12-21,1080.45
1_19_2012-12-28,1245.9866666666667
1_19_2013-01-04,1245.9866666666667
1_19_2013-01-11,1245.9866666666667
1_19_2013-01-18,1245.9866666666667
1_19_2013-01-25,1245.9866666666667
1_19_2013-02-01,1245.9866666666667
1_19_2013-02-08,705.215
1_19_2013-02-15,1245.9866666666667
1_19_2013-02-22,1561.475
1_19_2013-03-01,1245.9866666666667
1_19_2013-03-08,1245.9866666666667
1_19_2013-03-15,1245.9866666666667
1_19_2013-03-22,1245.9866666666667
1_19_2013-03-29,1245.9866666666667
1_19_2013-04-05,1245.9866666666667
1_19_2013-04-12,1245.9866666666667
1_19_2013-04-19,1245.9866666666667
1_19_2013-04-26,1245.9866666666667
1_19_2013-05-03,1245.9866666666667
1_19_2013-05-10,1245.9866666666667
1_19_2013-05-17,1245.9866666666667
1_19_2013-05-24,1245.9866666666667
1_19_2013-05-31,1245.9866666666667
1_19_2013-06-07,1245.9866666666667
1_19_2013-06-14,1132.9650000000001
1_19_2013-06-21,1406.0
1_19_2013-06-28,1179.3033333333335
1_19_2013-07-05,1245.9866666666667
1_19_2013-07-12,1245.9866666666667
1_19_2013-07-19,1245.9866666666667
1_19_2013-07-26,1245.9866666666667
1_20_2012-11-02,3347.5699999999997
1_20_2012-11-09,3347.5699999999997
1_20_2012-11-16,3347.5699999999997
1_20_2012-11-23,3685.26
1_20_2012-11-30,3347.5699999999997
1_20_2012-12-07,3347.5699999999997
1_20_2012-12-14,3347.5699999999997
1_20_2012-12-21,3347.5699999999997
1_20_2012-12-28,3353.26
1_20_2013-01-04,3347.5699999999997
1_20_2013-01-11,3347.5699999999997
1_20_2013-01-18,3347.5699999999997
1_20_2013-01-25,3347.5699999999997
1_20_2013-02-01,3347.5699999999997
1_20_2013-02-08,3685.26
1_20_2013-02-15,3218.07
1_20_2013-02-22,3347.5699999999997
1_20_2013-03-01,3347.5699999999997
1_20_2013-03-08,3347.5699999999997
1_20_2013-03-15,3347.5699999999997
1_20_2013-03-22,3347.5699999999997
1_20_2013-03-29,3960.03
1_20_2013-04-05,3347.5699999999997
1_20_2013-04-12,3347.5699999999997
1_20_2013-04-19,3347.5699999999997
1_20_2013-04-26,3347.5699999999997
1_20_2013-05-03,3108.6
1_20_2013-05-10,3347.5699999999997
1_20_2013-05-17,3347.5699999999997
1_20_2013-05-24,3347.5699999999997
1_20_2013-05-31,3347.5699999999997
1_20_2013-06-07,3347.5699999999997
1_20_2013-06-14,3347.5699999999997
1_20_2013-06-21,6263.43
1_20_2013-06-28,5385.633333333332
1_20_2013-07-05,4678.86
1_20_2013-07-12,3347.5699999999997
1_20_2013-07-19,3347.5699999999997
1_20_2013-07-26,3347.5699999999997
1_21_2012-11-02,7761.1900000000005
1_21_2012-11-09,7550.92
1_21_2012-11-16,7167.69
1_21_2012-11-23,8404.28
1_21_2012-11-30,7359.160000000001
1_21_2012-12-07,6182.36
1_21_2012-12-14,7352.535
1_21_2012-12-21,8026.903333333333
1_21_2012-12-28,8082.033333333333
1_21_2013-01-04,8094.406666666667
1_21_2013-01-11,8094.406666666667
1_21_2013-01-18,8094.406666666667
1_21_2013-01-25,7716.16
1_21_2013-02-01,7090.86
1_21_2013-02-08,6771.605
1_21_2013-02-15,7217.54
1_21_2013-02-22,8168.45
1_21_2013-03-01,8735.83
1_21_2013-03-08,9065.08
1_21_2013-03-15,8042.3
1_21_2013-03-22,8828.56
1_21_2013-03-29,7547.625
1_21_2013-04-05,8006.795
1_21_2013-04-12,7009.2733333333335
1_21_2013-04-19,8432.73
1_21_2013-04-26,9117.965
1_21_2013-05-03,7099.47
1_21_2013-05-10,7127.27
1_21_2013-05-17,8094.406666666667
1_21_2013-05-24,8094.406666666667
1_21_2013-05-31,7512.91
1_21_2013-06-07,5898.29
1_21_2013-06-14,6865.0650000000005
1_21_2013-06-21,7766.504999999999
1_21_2013-06-28,7236.8150000000005
1_21_2013-07-05,7449.713333333333
1_21_2013-07-12,7858.243333333333
1_21_2013-07-19,7576.34
1_21_2013-07-26,8094.406666666667
1_22_2012-11-02,6091.625
1_22_2012-11-09,9379.689999999999
1_22_2012-11-16,6091.625
1_22_2012-11-23,6091.625
1_22_2012-11-30,6091.625
1_22_2012-12-07,6091.625
1_22_2012-12-14,6091.625
1_22_2012-12-21,6091.625
1_22_2012-12-28,6091.625
1_22_2013-01-04,7480.21
1_22_2013-01-11,6091.625
1_22_2013-01-18,6091.625
1_22_2013-01-25,6091.625
1_22_2013-02-01,6091.625
1_22_2013-02-08,6091.625
1_22_2013-02-15,6091.625
1_22_2013-02-22,12006.029999999999
1_22_2013-03-01,11344.645
1_22_2013-03-08,12070.656666666668
1_22_2013-03-15,9031.14
1_22_2013-03-22,11402.9
1_22_2013-03-29,6091.625
1_22_2013-04-05,10006.449999999999
1_22_2013-04-12,6091.625
1_22_2013-04-19,9285.84
1_22_2013-04-26,6091.625
1_22_2013-05-03,6091.625
1_22_2013-05-10,6091.625
1_22_2013-05-17,6091.625
